 VARIABLES = X, Y, u, v
I= 71, J= 39
 1.24687083E+01 -1.84546683E+00  1.19842560E+00  1.09661880E-02
 1.34278397E+01 -1.84546683E+00  1.20444242E+00  1.04785524E-02
 1.43869712E+01 -1.84546683E+00  1.21270622E+00  4.32734964E-03
 1.53461026E+01 -1.84546683E+00  1.20904835E+00 -5.53039935E-04
 1.63052340E+01 -1.84546683E+00  1.18737106E+00 -7.79994623E-03
 1.72643654E+01 -1.84546683E+00  1.17465120E+00 -1.30028514E-02
 1.82234968E+01 -1.84546683E+00  1.17154665E+00 -8.99042658E-03
 1.91826282E+01 -1.84546683E+00  1.16323214E+00 -7.76818501E-03
 2.01417596E+01 -1.84546683E+00  1.16562967E+00 -2.45963059E-02
 2.11008911E+01 -1.84546683E+00  1.15588719E+00 -2.62605760E-02
 2.20600225E+01 -1.84546683E+00  1.15256578E+00 -2.46384446E-02
 2.30191539E+01 -1.84546683E+00  1.15284751E+00 -2.23748084E-02
 2.39782853E+01 -1.84546683E+00  1.15621002E+00 -1.36987560E-02
 2.49374167E+01 -1.84546683E+00  1.15368830E+00 -5.01713207E-03
 2.58965481E+01 -1.84546683E+00  1.11145039E+00  7.06751509E-03
 2.68556795E+01 -1.84546683E+00  1.04616288E+00  1.55732591E-02
 2.78148109E+01 -1.84546683E+00  1.03424419E+00  7.23057632E-02
 2.87739424E+01 -1.84546683E+00  1.02381352E+00  1.13453077E-01
 2.97330738E+01 -1.84546683E+00  1.00319819E+00  1.66031573E-01
 3.06922052E+01 -1.84546683E+00  1.00437207E+00  1.77889587E-01
 3.16513366E+01 -1.84546683E+00  1.03308076E+00  1.81015808E-01
 3.26104680E+01 -1.84546683E+00  1.05948091E+00  1.72205213E-01
 3.35695994E+01 -1.84546683E+00  1.09723137E+00  1.27182226E-01
 3.45287308E+01 -1.84546683E+00  1.14399991E+00  8.31568360E-02
 3.54878622E+01 -1.84546683E+00  1.17502067E+00  6.40548867E-02
 3.64469937E+01 -1.84546683E+00  1.19980752E+00  3.97371913E-02
 3.74061251E+01 -1.84546683E+00  1.20924991E+00  2.39634191E-03
 3.83652565E+01 -1.84546683E+00  1.21340414E+00 -2.97590628E-03
 3.93243879E+01 -1.84546683E+00  1.20092461E+00 -2.03713427E-02
 4.02835193E+01 -1.84546683E+00  1.19250870E+00 -2.48947367E-02
 4.12426507E+01 -1.84546683E+00  1.18184487E+00 -2.65097166E-02
 4.22017821E+01 -1.84546683E+00  1.13826702E+00 -1.37286895E-02
 4.31609136E+01 -1.84546683E+00  1.14676864E+00 -1.64250049E-03
 4.41200450E+01 -1.84546683E+00  1.11528249E+00  5.10175202E-03
 4.50791764E+01 -1.84546683E+00  1.11685468E+00  2.98724196E-03
 4.60383078E+01 -1.84546683E+00  1.10973052E+00  9.80314834E-03
 4.69974392E+01 -1.84546683E+00  1.13151656E+00  3.70748010E-02
 4.79565706E+01 -1.84546683E+00  1.16829686E+00  4.57840421E-02
 4.89157020E+01 -1.84546683E+00  1.16402096E+00  2.60586535E-02
 4.98748334E+01 -1.84546683E+00  1.18957263E+00  1.98471571E-02
 5.08339649E+01 -1.84546683E+00  1.19864866E+00  1.86310872E-03
 5.17930963E+01 -1.84546683E+00  1.20065772E+00 -8.70097913E-03
 5.27522277E+01 -1.84546683E+00  1.18152797E+00 -5.48040721E-03
 5.37113591E+01 -1.84546683E+00  1.17739851E+00 -1.77541840E-02
 5.46704905E+01 -1.84546683E+00  1.17491517E+00 -7.59191936E-03
 5.56296219E+01 -1.84546683E+00  1.16379509E+00 -3.76953522E-02
 5.65887533E+01 -1.84546683E+00  1.15649587E+00 -3.11027455E-02
 5.75478848E+01 -1.84546683E+00  1.16940936E+00 -3.92047315E-02
 5.85070162E+01 -1.84546683E+00  1.19156770E+00 -6.72107785E-02
 5.94661476E+01 -1.84546683E+00  1.15795108E+00 -8.60780892E-02
 6.04252790E+01 -1.84546683E+00  1.08828851E+00 -9.38652673E-02
 6.13844104E+01 -1.84546683E+00  1.01413631E+00 -7.46456585E-02
 6.23435418E+01 -1.84546683E+00  1.00828403E+00 -5.60997564E-02
 6.33026732E+01 -1.84546683E+00  1.00657849E+00 -3.17472953E-02
 6.42618046E+01 -1.84546683E+00  9.72727878E-01 -8.41436419E-03
 6.52209361E+01 -1.84546683E+00  9.58605507E-01  3.71448949E-02
 6.61800675E+01 -1.84546683E+00  8.03938862E-01  8.11471617E-02
 6.71391989E+01 -1.84546683E+00  7.98809541E-01  7.95727086E-02
 0.00000000E+00 -1.33582297E+00  1.18954003E+00  4.70859481E-03
 9.59131400E-01 -1.33582297E+00  1.18551449E+00  2.50020175E-03
 1.91826280E+00 -1.33582297E+00  1.18918551E+00  2.37983446E-04
 2.87739420E+00 -1.33582297E+00  1.18733989E+00  3.16472372E-03
 3.83652560E+00 -1.33582297E+00  1.18492147E+00  4.56258101E-03
 4.79565700E+00 -1.33582297E+00  1.18667789E+00  2.73965796E-03
 5.75478840E+00 -1.33582297E+00  1.18933954E+00  2.72416484E-03
 6.71391990E+00 -1.33582297E+00  1.18907219E+00  4.39611937E-03
 7.67305130E+00 -1.33582297E+00  1.18185978E+00  1.67275707E-03
 8.63218270E+00 -1.33582297E+00  1.18072462E+00  1.20895394E-03
 9.59131410E+00 -1.33582297E+00  1.17767193E+00  4.61652354E-03
 1.05504455E+01 -1.33582297E+00  1.18477435E+00  7.12566025E-03
 1.15095769E+01 -1.33582297E+00  1.19252278E+00  6.43377144E-03
 1.24687083E+01 -1.33582297E+00  1.20003700E+00  4.21545751E-03
 1.34278397E+01 -1.33582297E+00  1.20740239E+00  6.06522698E-03
 1.43869712E+01 -1.33582297E+00  1.21659289E+00  2.00600498E-03
 1.53461026E+01 -1.33582297E+00  1.21301873E+00 -1.15928200E-03
 1.63052340E+01 -1.33582297E+00  1.20807825E+00 -4.71827354E-03
 1.72643654E+01 -1.33582297E+00  1.19124699E+00 -2.78362132E-03
 1.82234968E+01 -1.33582297E+00  1.17652163E+00 -8.00792036E-03
 1.91826282E+01 -1.33582297E+00  1.17291196E+00 -1.19572864E-02
 2.01417596E+01 -1.33582297E+00  1.17583774E+00 -2.22627316E-02
 2.11008911E+01 -1.33582297E+00  1.16948588E+00 -3.11083032E-02
 2.20600225E+01 -1.33582297E+00  1.16394110E+00 -3.29260866E-02
 2.30191539E+01 -1.33582297E+00  1.15801183E+00 -2.62344425E-02
 2.39782853E+01 -1.33582297E+00  1.14204089E+00 -2.09122854E-02
 2.49374167E+01 -1.33582297E+00  1.15309454E+00 -8.70811627E-03
 2.58965481E+01 -1.33582297E+00  1.12293547E+00  3.63570061E-03
 2.68556795E+01 -1.33582297E+00  1.10150376E+00  1.89282277E-02
 2.78148109E+01 -1.33582297E+00  1.06801858E+00  6.29391514E-02
 2.87739424E+01 -1.33582297E+00  1.06482993E+00  1.25787606E-01
 2.97330738E+01 -1.33582297E+00  1.04982598E+00  1.55960078E-01
 3.06922052E+01 -1.33582297E+00  1.05896938E+00  1.62855354E-01
 3.16513366E+01 -1.33582297E+00  1.06232471E+00  1.80268159E-01
 3.26104680E+01 -1.33582297E+00  1.10189935E+00  1.74250030E-01
 3.35695994E+01 -1.33582297E+00  1.14855128E+00  1.30398259E-01
 3.45287308E+01 -1.33582297E+00  1.17393694E+00  7.67387169E-02
 3.54878622E+01 -1.33582297E+00  1.21313950E+00  3.72472004E-02
 3.64469937E+01 -1.33582297E+00  1.23137856E+00  2.19391030E-02
 3.74061251E+01 -1.33582297E+00  1.23999212E+00  2.12416679E-03
 3.83652565E+01 -1.33582297E+00  1.23425256E+00 -1.01636888E-02
 3.93243879E+01 -1.33582297E+00  1.22811749E+00 -1.88100258E-02
 4.02835193E+01 -1.33582297E+00  1.20105938E+00 -1.61834114E-02
 4.12426507E+01 -1.33582297E+00  1.19046071E+00 -1.36753254E-02
 4.22017821E+01 -1.33582297E+00  1.17433326E+00 -2.53997591E-03
 4.31609136E+01 -1.33582297E+00  1.14193347E+00 -1.59355807E-03
 4.41200450E+01 -1.33582297E+00  1.15121541E+00  6.36073747E-03
 4.50791764E+01 -1.33582297E+00  1.13143532E+00  2.08948041E-03
 4.60383078E+01 -1.33582297E+00  1.14518204E+00  1.06357934E-02
 4.69974392E+01 -1.33582297E+00  1.16571942E+00  3.08893893E-02
 4.79565706E+01 -1.33582297E+00  1.17578295E+00  3.25906669E-02
 4.89157020E+01 -1.33582297E+00  1.19679883E+00  2.22244769E-02
 4.98748334E+01 -1.33582297E+00  1.18084838E+00  2.18033627E-02
 5.08339649E+01 -1.33582297E+00  1.19968129E+00  5.75737356E-03
 5.17930963E+01 -1.33582297E+00  1.19570518E+00 -6.37809684E-05
 5.27522277E+01 -1.33582297E+00  1.19738822E+00 -5.23188743E-03
 5.37113591E+01 -1.33582297E+00  1.16599811E+00  7.27334097E-03
 5.46704905E+01 -1.33582297E+00  1.16607482E+00 -1.68892389E-02
 5.56296219E+01 -1.33582297E+00  1.16204328E+00 -2.05011283E-02
 5.65887533E+01 -1.33582297E+00  1.16623948E+00 -1.72097973E-02
 5.75478848E+01 -1.33582297E+00  1.16599323E+00 -2.74376668E-02
 5.85070162E+01 -1.33582297E+00  1.15305494E+00 -6.06714287E-02
 5.94661476E+01 -1.33582297E+00  1.14189269E+00 -7.19581275E-02
 6.04252790E+01 -1.33582297E+00  1.06590077E+00 -1.03685970E-01
 6.13844104E+01 -1.33582297E+00  1.03888552E+00 -7.23620615E-02
 6.23435418E+01 -1.33582297E+00  1.05217145E+00 -9.71395514E-02
 6.33026732E+01 -1.33582297E+00  1.00885986E+00 -6.82373083E-02
 6.42618046E+01 -1.33582297E+00  1.00190627E+00 -5.49166342E-02
 6.52209361E+01 -1.33582297E+00  1.02465820E+00  5.16628951E-04
 6.61800675E+01 -1.33582297E+00  9.40738864E-01  9.33562437E-02
 6.71391989E+01 -1.33582297E+00  8.83468207E-01  1.15034169E-01
 0.00000000E+00 -8.26179122E-01  1.19290058E+00  3.87515292E-03
 9.59131400E-01 -8.26179122E-01  1.18970355E+00  1.16527497E-03
 1.91826280E+00 -8.26179122E-01  1.19089202E+00  8.30704934E-04
 2.87739420E+00 -8.26179122E-01  1.19184478E+00  2.77836838E-03
 3.83652560E+00 -8.26179122E-01  1.19084363E+00  2.75319141E-03
 4.79565700E+00 -8.26179122E-01  1.19058544E+00  2.27371252E-03
 5.75478840E+00 -8.26179122E-01  1.19414941E+00  4.13996946E-03
 6.71391990E+00 -8.26179122E-01  1.19464759E+00  5.11532222E-03
 7.67305130E+00 -8.26179122E-01  1.18923142E+00  2.05942211E-03
 8.63218270E+00 -8.26179122E-01  1.17927885E+00  2.23949197E-03
 9.59131410E+00 -8.26179122E-01  1.17571881E+00  5.67513624E-03
 1.05504455E+01 -8.26179122E-01  1.18220281E+00  5.86367740E-03
 1.15095769E+01 -8.26179122E-01  1.18623241E+00  2.80231361E-03
 1.24687083E+01 -8.26179122E-01  1.20274646E+00  3.21430690E-03
 1.34278397E+01 -8.26179122E-01  1.20114322E+00  2.77708545E-03
 1.43869712E+01 -8.26179122E-01  1.21598383E+00 -6.92681481E-04
 1.53461026E+01 -8.26179122E-01  1.19881230E+00 -1.69725538E-03
 1.63052340E+01 -8.26179122E-01  1.19993369E+00 -7.45612663E-03
 1.72643654E+01 -8.26179122E-01  1.19565573E+00 -7.15326262E-03
 1.82234968E+01 -8.26179122E-01  1.17962656E+00 -7.04766670E-03
 1.91826282E+01 -8.26179122E-01  1.17147528E+00 -4.31887634E-03
 2.01417596E+01 -8.26179122E-01  1.17098538E+00 -1.42955268E-02
 2.11008911E+01 -8.26179122E-01  1.16481727E+00 -2.13223302E-02
 2.20600225E+01 -8.26179122E-01  1.16341363E+00 -2.91239056E-02
 2.30191539E+01 -8.26179122E-01  1.17025620E+00 -2.15601293E-02
 2.39782853E+01 -8.26179122E-01  1.17836729E+00 -1.27147679E-02
 2.49374167E+01 -8.26179122E-01  1.17877280E+00 -1.05886110E-02
 2.58965481E+01 -8.26179122E-01  1.16767981E+00 -3.57763850E-03
 2.68556795E+01 -8.26179122E-01  1.11476969E+00  3.03204748E-02
 2.78148109E+01 -8.26179122E-01  1.09723881E+00  6.57747981E-02
 2.87739424E+01 -8.26179122E-01  1.09825971E+00  1.30687467E-01
 2.97330738E+01 -8.26179122E-01  1.07546254E+00  1.60235212E-01
 3.06922052E+01 -8.26179122E-01  1.08104861E+00  1.62986257E-01
 3.16513366E+01 -8.26179122E-01  1.10103907E+00  1.72622968E-01
 3.26104680E+01 -8.26179122E-01  1.12558614E+00  1.53542332E-01
 3.35695994E+01 -8.26179122E-01  1.16977392E+00  1.32240530E-01
 3.45287308E+01 -8.26179122E-01  1.20294849E+00  6.79778623E-02
 3.54878622E+01 -8.26179122E-01  1.21637254E+00  2.20916172E-02
 3.64469937E+01 -8.26179122E-01  1.24265648E+00  1.16619148E-02
 3.74061251E+01 -8.26179122E-01  1.24653706E+00 -3.12198275E-03
 3.83652565E+01 -8.26179122E-01  1.24322810E+00 -7.76539336E-03
 3.93243879E+01 -8.26179122E-01  1.24954066E+00 -1.23132456E-02
 4.02835193E+01 -8.26179122E-01  1.23074981E+00 -1.03683720E-02
 4.12426507E+01 -8.26179122E-01  1.19737768E+00 -1.87444379E-02
 4.22017821E+01 -8.26179122E-01  1.19851853E+00 -7.62077689E-03
 4.31609136E+01 -8.26179122E-01  1.17234033E+00  1.94331623E-03
 4.41200450E+01 -8.26179122E-01  1.17082332E+00  1.20249179E-02
 4.50791764E+01 -8.26179122E-01  1.14631842E+00  9.32995042E-03
 4.60383078E+01 -8.26179122E-01  1.14568311E+00  1.27422368E-02
 4.69974392E+01 -8.26179122E-01  1.17465687E+00  1.58214918E-02
 4.79565706E+01 -8.26179122E-01  1.18440066E+00  2.14081623E-02
 4.89157020E+01 -8.26179122E-01  1.18773608E+00  2.23300766E-02
 4.98748334E+01 -8.26179122E-01  1.20017417E+00  1.02277289E-02
 5.08339649E+01 -8.26179122E-01  1.20359594E+00  4.70272422E-03
 5.17930963E+01 -8.26179122E-01  1.20539351E+00  8.66857283E-04
 5.27522277E+01 -8.26179122E-01  1.20590074E+00  2.97813974E-04
 5.37113591E+01 -8.26179122E-01  1.19140459E+00 -1.60462201E-02
 5.46704905E+01 -8.26179122E-01  1.19488786E+00 -2.08466095E-02
 5.56296219E+01 -8.26179122E-01  1.17431377E+00 -9.00912586E-03
 5.65887533E+01 -8.26179122E-01  1.15643476E+00 -1.97435633E-02
 5.75478848E+01 -8.26179122E-01  1.13917241E+00 -2.93372981E-02
 5.85070162E+01 -8.26179122E-01  1.12498836E+00 -7.42101329E-02
 5.94661476E+01 -8.26179122E-01  1.11377911E+00 -7.75084076E-02
 6.04252790E+01 -8.26179122E-01  1.05240507E+00 -1.17273924E-01
 6.13844104E+01 -8.26179122E-01  1.04869197E+00 -1.15948671E-01
 6.23435418E+01 -8.26179122E-01  1.04577747E+00 -1.25284800E-01
 6.33026732E+01 -8.26179122E-01  1.03611100E+00 -1.30689905E-01
 6.42618046E+01 -8.26179122E-01  1.00177610E+00 -8.67952498E-02
 6.52209361E+01 -8.26179122E-01  1.01415811E+00 -2.38268544E-02
 6.61800675E+01 -8.26179122E-01  1.01526821E+00  8.70342424E-02
 6.71391989E+01 -8.26179122E-01  9.48895631E-01  1.27357158E-01
 0.00000000E+00 -3.16535268E-01  1.19645401E+00  1.21300673E-03
 9.59131400E-01 -3.16535268E-01  1.19201559E+00  1.98367030E-03
 1.91826280E+00 -3.16535268E-01  1.19126282E+00  2.61277977E-03
 2.87739420E+00 -3.16535268E-01  1.19195203E+00  2.47574647E-03
 3.83652560E+00 -3.16535268E-01  1.19231965E+00  2.45825362E-03
 4.79565700E+00 -3.16535268E-01  1.19083251E+00  3.35898373E-03
 5.75478840E+00 -3.16535268E-01  1.19250339E+00  3.22064741E-03
 6.71391990E+00 -3.16535268E-01  1.19288992E+00  2.28679811E-03
 7.67305130E+00 -3.16535268E-01  1.19248398E+00  2.70614702E-03
 8.63218270E+00 -3.16535268E-01  1.18986888E+00  3.84184621E-03
 9.59131410E+00 -3.16535268E-01  1.18985667E+00  3.96389671E-03
 1.05504455E+01 -3.16535268E-01  1.18630684E+00  2.93941018E-03
 1.15095769E+01 -3.16535268E-01  1.19306402E+00  2.73721034E-03
 1.24687083E+01 -3.16535268E-01  1.20439808E+00  4.58473163E-03
 1.34278397E+01 -3.16535268E-01  1.20277348E+00  3.85133828E-03
 1.43869712E+01 -3.16535268E-01  1.21636468E+00  1.61624336E-03
 1.53461026E+01 -3.16535268E-01  1.21221070E+00 -5.78058573E-05
 1.63052340E+01 -3.16535268E-01  1.20119518E+00 -7.91568697E-03
 1.72643654E+01 -3.16535268E-01  1.19142670E+00 -5.53812658E-03
 1.82234968E+01 -3.16535268E-01  1.18773325E+00 -3.62450784E-03
 1.91826282E+01 -3.16535268E-01  1.17642663E+00 -1.19758038E-03
 2.01417596E+01 -3.16535268E-01  1.15788954E+00 -2.35697307E-03
 2.11008911E+01 -3.16535268E-01  1.15651244E+00 -1.57981339E-02
 2.20600225E+01 -3.16535268E-01  1.16244337E+00 -2.01698096E-02
 2.30191539E+01 -3.16535268E-01  1.16967132E+00 -2.36890681E-02
 2.39782853E+01 -3.16535268E-01  1.18299742E+00 -1.92110843E-02
 2.49374167E+01 -3.16535268E-01  1.19281423E+00 -1.16687513E-02
 2.58965481E+01 -3.16535268E-01  1.18492851E+00 -2.14591685E-05
 2.68556795E+01 -3.16535268E-01  1.15042741E+00  3.30944404E-02
 2.78148109E+01 -3.16535268E-01  1.11992909E+00  5.81283109E-02
 2.87739424E+01 -3.16535268E-01  1.12046110E+00  1.14023543E-01
 2.97330738E+01 -3.16535268E-01  1.09199497E+00  1.51640674E-01
 3.06922052E+01 -3.16535268E-01  1.08856777E+00  1.62145759E-01
 3.16513366E+01 -3.16535268E-01  1.10921730E+00  1.49516467E-01
 3.26104680E+01 -3.16535268E-01  1.12483129E+00  1.20255420E-01
 3.35695994E+01 -3.16535268E-01  1.17357984E+00  8.24703767E-02
 3.45287308E+01 -3.16535268E-01  1.20401318E+00  5.76630033E-02
 3.54878622E+01 -3.16535268E-01  1.22259958E+00  1.07287709E-02
 3.64469937E+01 -3.16535268E-01  1.23360342E+00 -6.19052942E-03
 3.74061251E+01 -3.16535268E-01  1.24929812E+00 -1.47858027E-02
 3.83652565E+01 -3.16535268E-01  1.26055958E+00 -2.20105637E-02
 3.93243879E+01 -3.16535268E-01  1.26130387E+00 -1.45873570E-02
 4.02835193E+01 -3.16535268E-01  1.23580074E+00 -9.95426683E-03
 4.12426507E+01 -3.16535268E-01  1.22082088E+00 -1.04522529E-02
 4.22017821E+01 -3.16535268E-01  1.20370767E+00 -1.90080083E-03
 4.31609136E+01 -3.16535268E-01  1.18350908E+00 -8.62042308E-04
 4.41200450E+01 -3.16535268E-01  1.17065678E+00  7.87312703E-03
 4.50791764E+01 -3.16535268E-01  1.15628231E+00  1.14085629E-02
 4.60383078E+01 -3.16535268E-01  1.15662187E+00  1.46231539E-02
 4.69974392E+01 -3.16535268E-01  1.18083163E+00  1.54273651E-02
 4.79565706E+01 -3.16535268E-01  1.17929888E+00  1.38560447E-02
 4.89157020E+01 -3.16535268E-01  1.18504832E+00  1.61106910E-02
 4.98748334E+01 -3.16535268E-01  1.19942198E+00  1.16000573E-02
 5.08339649E+01 -3.16535268E-01  1.20783533E+00  4.95863416E-04
 5.17930963E+01 -3.16535268E-01  1.21084547E+00  4.81311995E-05
 5.27522277E+01 -3.16535268E-01  1.20567113E+00  5.76617724E-03
 5.37113591E+01 -3.16535268E-01  1.19247531E+00 -1.28181744E-02
 5.46704905E+01 -3.16535268E-01  1.18021472E+00  1.32352551E-03
 5.56296219E+01 -3.16535268E-01  1.15922470E+00 -5.56676223E-03
 5.65887533E+01 -3.16535268E-01  1.14653419E+00 -1.70187450E-02
 5.75478848E+01 -3.16535268E-01  1.15881419E+00 -2.97553977E-02
 5.85070162E+01 -3.16535268E-01  1.11963924E+00 -6.81090211E-02
 5.94661476E+01 -3.16535268E-01  1.09630343E+00 -7.23056118E-02
 6.04252790E+01 -3.16535268E-01  1.05233312E+00 -1.56225748E-01
 6.13844104E+01 -3.16535268E-01  1.05405029E+00 -1.72997758E-01
 6.23435418E+01 -3.16535268E-01  1.04070845E+00 -1.54823127E-01
 6.33026732E+01 -3.16535268E-01  1.04136961E+00 -1.32079655E-01
 6.42618046E+01 -3.16535268E-01  1.05854948E+00 -8.25473386E-02
 6.52209361E+01 -3.16535268E-01  1.02705208E+00 -6.44891586E-03
 6.61800675E+01 -3.16535268E-01  1.03071138E+00  8.78680261E-02
 6.71391989E+01 -3.16535268E-01  1.06337373E+00  1.87450460E-01
 0.00000000E+00  1.93108585E-01  1.19799055E+00  2.07692334E-03
 9.59131400E-01  1.93108585E-01  1.19298103E+00  2.54003478E-03
 1.91826280E+00  1.93108585E-01  1.19188532E+00  1.82225584E-03
 2.87739420E+00  1.93108585E-01  1.19116994E+00  1.52699712E-03
 3.83652560E+00  1.93108585E-01  1.19262646E+00  2.31018959E-03
 4.79565700E+00  1.93108585E-01  1.19191997E+00  4.27532208E-03
 5.75478840E+00  1.93108585E-01  1.19375627E+00  3.24784777E-03
 6.71391990E+00  1.93108585E-01  1.19386222E+00  9.34231308E-04
 7.67305130E+00  1.93108585E-01  1.19298861E+00  1.88188407E-03
 8.63218270E+00  1.93108585E-01  1.19233258E+00  2.79714956E-03
 9.59131410E+00  1.93108585E-01  1.19113694E+00  2.67066672E-03
 1.05504455E+01  1.93108585E-01  1.18948134E+00  2.23677695E-03
 1.15095769E+01  1.93108585E-01  1.19334075E+00  4.52534555E-03
 1.24687083E+01  1.93108585E-01  1.20514018E+00  4.40977724E-03
 1.34278397E+01  1.93108585E-01  1.20155805E+00  4.21526861E-03
 1.43869712E+01  1.93108585E-01  1.21101388E+00  2.43653145E-03
 1.53461026E+01  1.93108585E-01  1.21406319E+00 -5.84431629E-04
 1.63052340E+01  1.93108585E-01  1.20840280E+00 -2.90358958E-03
 1.72643654E+01  1.93108585E-01  1.20607686E+00  1.69298760E-03
 1.82234968E+01  1.93108585E-01  1.17781921E+00  6.66585533E-03
 1.91826282E+01  1.93108585E-01  1.17184066E+00  3.48288179E-04
 2.01417596E+01  1.93108585E-01  1.15086366E+00 -2.40266000E-03
 2.11008911E+01  1.93108585E-01  1.15691430E+00 -1.30093830E-02
 2.20600225E+01  1.93108585E-01  1.15110257E+00 -2.53225258E-02
 2.30191539E+01  1.93108585E-01  1.16835757E+00 -2.94202661E-02
 2.39782853E+01  1.93108585E-01  1.18241661E+00 -2.39693775E-02
 2.49374167E+01  1.93108585E-01  1.19959509E+00 -1.25388176E-02
 2.58965481E+01  1.93108585E-01  1.19742242E+00  1.63815116E-03
 2.68556795E+01  1.93108585E-01  1.18783833E+00  3.61045511E-02
 2.78148109E+01  1.93108585E-01  1.14861256E+00  7.37285688E-02
 2.87739424E+01  1.93108585E-01  1.13159645E+00  1.04511818E-01
 2.97330738E+01  1.93108585E-01  1.10759417E+00  1.32499712E-01
 3.06922052E+01  1.93108585E-01  1.09737645E+00  1.46115354E-01
 3.16513366E+01  1.93108585E-01  1.10683191E+00  1.31023829E-01
 3.26104680E+01  1.93108585E-01  1.12875834E+00  8.25311401E-02
 3.35695994E+01  1.93108585E-01  1.16125230E+00  5.93132645E-02
 3.45287308E+01  1.93108585E-01  1.19648334E+00  3.46430193E-02
 3.54878622E+01  1.93108585E-01  1.21937731E+00 -1.67256844E-03
 3.64469937E+01  1.93108585E-01  1.24068056E+00 -1.62429018E-02
 3.74061251E+01  1.93108585E-01  1.25309003E+00 -2.38161038E-02
 3.83652565E+01  1.93108585E-01  1.27195913E+00 -2.45145407E-02
 3.93243879E+01  1.93108585E-01  1.27276646E+00 -2.23202646E-02
 4.02835193E+01  1.93108585E-01  1.23683440E+00 -1.57019983E-02
 4.12426507E+01  1.93108585E-01  1.23443813E+00 -2.09635851E-03
 4.22017821E+01  1.93108585E-01  1.21207722E+00  1.32802361E-02
 4.31609136E+01  1.93108585E-01  1.18944103E+00  1.56247159E-02
 4.41200450E+01  1.93108585E-01  1.17181619E+00  5.82556353E-03
 4.50791764E+01  1.93108585E-01  1.15697899E+00  4.25030761E-03
 4.60383078E+01  1.93108585E-01  1.16675675E+00  9.57451563E-03
 4.69974392E+01  1.93108585E-01  1.16961911E+00  1.29146321E-02
 4.79565706E+01  1.93108585E-01  1.17875060E+00  5.57578782E-03
 4.89157020E+01  1.93108585E-01  1.20287117E+00  1.04476088E-02
 4.98748334E+01  1.93108585E-01  1.19355420E+00  5.45474006E-03
 5.08339649E+01  1.93108585E-01  1.19408914E+00 -1.17258146E-03
 5.17930963E+01  1.93108585E-01  1.19544495E+00  7.04526960E-04
 5.27522277E+01  1.93108585E-01  1.19655485E+00  2.14777661E-03
 5.37113591E+01  1.93108585E-01  1.18342740E+00  1.37213109E-03
 5.46704905E+01  1.93108585E-01  1.18230304E+00  4.12668373E-03
 5.56296219E+01  1.93108585E-01  1.14202908E+00 -6.17660785E-03
 5.65887533E+01  1.93108585E-01  1.14801203E+00 -1.04817756E-02
 5.75478848E+01  1.93108585E-01  1.16363948E+00 -3.30056582E-02
 5.85070162E+01  1.93108585E-01  1.10926195E+00 -2.82638680E-02
 5.94661476E+01  1.93108585E-01  1.12492656E+00 -9.53255063E-02
 6.04252790E+01  1.93108585E-01  1.07959122E+00 -1.69775566E-01
 6.13844104E+01  1.93108585E-01  1.04490658E+00 -2.01174601E-01
 6.23435418E+01  1.93108585E-01  1.03633903E+00 -1.90225982E-01
 6.33026732E+01  1.93108585E-01  1.01919605E+00 -1.85924895E-01
 6.42618046E+01  1.93108585E-01  1.07422825E+00 -1.11052056E-01
 6.52209361E+01  1.93108585E-01  1.07091803E+00 -5.64078408E-02
 6.61800675E+01  1.93108585E-01  1.06142386E+00  3.48406671E-02
 6.71391989E+01  1.93108585E-01  1.14411593E+00  1.76947163E-01
 0.00000000E+00  7.02752438E-01  1.19509987E+00  3.49750509E-03
 9.59131400E-01  7.02752438E-01  1.19314382E+00  2.32171088E-03
 1.91826280E+00  7.02752438E-01  1.19135351E+00  2.73518182E-03
 2.87739420E+00  7.02752438E-01  1.19240608E+00  1.35770092E-03
 3.83652560E+00  7.02752438E-01  1.19141413E+00  1.78290535E-03
 4.79565700E+00  7.02752438E-01  1.19242023E+00  2.39250310E-03
 5.75478840E+00  7.02752438E-01  1.19447696E+00  3.30888936E-03
 6.71391990E+00  7.02752438E-01  1.19494133E+00  1.36538348E-03
 7.67305130E+00  7.02752438E-01  1.19210092E+00  1.13944224E-03
 8.63218270E+00  7.02752438E-01  1.19257901E+00  1.96758797E-03
 9.59131410E+00  7.02752438E-01  1.19234850E+00  2.80861838E-03
 1.05504455E+01  7.02752438E-01  1.18954519E+00  2.50123152E-03
 1.15095769E+01  7.02752438E-01  1.19300019E+00  3.25374601E-03
 1.24687083E+01  7.02752438E-01  1.20250686E+00 -1.95529278E-04
 1.34278397E+01  7.02752438E-01  1.20417710E+00 -3.80480094E-03
 1.43869712E+01  7.02752438E-01  1.20977452E+00 -7.77925794E-05
 1.53461026E+01  7.02752438E-01  1.21188529E+00 -3.72006541E-04
 1.63052340E+01  7.02752438E-01  1.20925223E+00  2.87828535E-03
 1.72643654E+01  7.02752438E-01  1.19594161E+00  1.10565245E-02
 1.82234968E+01  7.02752438E-01  1.17533752E+00  9.19418253E-03
 1.91826282E+01  7.02752438E-01  1.16164504E+00 -1.70140396E-03
 2.01417596E+01  7.02752438E-01  1.14244029E+00 -8.67701926E-03
 2.11008911E+01  7.02752438E-01  1.15147183E+00 -1.33792016E-02
 2.20600225E+01  7.02752438E-01  1.15471661E+00 -3.66501907E-02
